filename,width,height,class,xmin,ymin,xmax,ymax
033416300_1648651570-IMG_20220330_212704_jpg.rf.088b3c1140d8ef3075c56c86be273736.jpg,640,640,level 4,29,256,615,608
main-qimg-d5a6a6eae14c00d184e6db87b5e24332-lq_jpeg.rf.ea4786da15fbb8fef6f18dd5d18194da.jpg,640,640,level 1,166,153,486,580
Copy-of-keindahan-sungai-air-sinahu-maluku-2_jpeg.rf.f6b2a49f6cef6da841406c2ebf0cb7fe.jpg,640,640,level 2,204,300,441,640
suggested-sfSDFtW69O37Qnss5xAi_jpg.rf.a015270327edf142f9536a4c6dfb2f46.jpg,640,640,level 2,59,429,479,640
Copy-of-Suasana-air-laut-pasang-di-Kenjeran-Surabaya_jpg.rf.fa59fcd85f9f218c00d67f50e7715c95.jpg,640,640,level 4,0,329,640,640
291455157278_jpg.rf.fec1b09d9572e46cc511e50f86a48430.jpg,640,640,level 2,402,355,621,562
291455157278_jpg.rf.fec1b09d9572e46cc511e50f86a48430.jpg,640,640,level 2,386,165,532,261
291455157278_jpg.rf.fec1b09d9572e46cc511e50f86a48430.jpg,640,640,level 2,53,393,156,620
291455157278_jpg.rf.fec1b09d9572e46cc511e50f86a48430.jpg,640,640,level 2,148,209,262,281
WhatsApp-Image-2021-01-20-at-11-10-39_jpeg.rf.0c75e9b0d7681faa2bf202ad84b5be25.jpg,640,640,level 4,26,426,153,620
img07_jpg.rf.50746f7619aef58b4340943cc7f0f6a4.jpg,640,640,level 3,232,134,417,528
air-ember-mandi-freepik_1693967999_webp.rf.64cecb0748cc24da9ad8f36bd6132e06.jpg,640,640,level 2,216,291,537,452
suggested-aNjoiM31q3dIYlwdXMba_jpg.rf.aaf19485232e9ffffd69d13daa36c8fc.jpg,640,640,level 4,11,303,640,551
my-pond-recently-started-getting-extremely-cloudy-its-v0-sngr3uddkpx81_webp.rf.0462645fa124d49302b8b100d8e45893.jpg,640,640,level 3,31,149,476,541
i_mp4-0005_jpg.rf.ae0ab3b7f7f093f271336301ccbb9da6.jpg,640,640,level 3,0,440,354,622
Paragraph-2-_Murky-or-cloudy-water-cloudy-pond-water-how-to-fix-algae-control-pond-plant-removal-dirty-pond-water-scaled_jpg.rf.171f278c13e9eab8d3b9c1984282f197.jpg,640,640,level 3,44,137,626,505
suggested-YDN8jAKuxaaVW2WAb27q_jpg.rf.ed49022a3d280f4958c7dcfa17265bc8.jpg,640,640,level 4,1,413,640,640
images-6-_jpeg.rf.d5509ce8362023027db5d6a4d01f7322.jpg,640,640,level 4,37,419,453,596
Copy-of-qnyfbcaoczvhth71ttg4_jpg.rf.1284ed05c588b59b8f6647cde922ec79.jpg,640,640,level 1,21,212,366,536
suggested-aNjoiM31q3dIYlwdXMba_jpg.rf.b0ea36061e40557bc633b1746f1d2753.jpg,640,640,level 4,11,303,640,551
suggested-ZvUgMfgKLxHKzfWXQcgE_jpg.rf.164b8a62728f7c01682e5c4e26353863.jpg,640,640,level 1,29,490,630,635
images-9-_jpeg.rf.70b3476c22e145ab5bd8f19e27109e39.jpg,640,640,level 4,194,251,442,585
maxresdefault_jpg.rf.dc6ef41cf8fd1d080e168382d37be044.jpg,640,640,level 2,95,239,573,472
WhatsApp-Image-2021-01-20-at-11-10-39_jpeg.rf.73409bdea085ed870d3711c93668cc55.jpg,640,640,level 4,26,426,153,620
s_mp4-0001_jpg.rf.b869a82792e269436e06e61ffb91b9a9.jpg,640,640,level 2,13,198,640,414
main-qimg-d5a6a6eae14c00d184e6db87b5e24332-lq_jpeg.rf.cdd3fc25059ad77c604372d8484e5b59.jpg,640,640,level 1,166,153,486,580
VID_20240614_164628_mp4-0006_jpg.rf.931407626e315891cda0ad2c2e38a1d5.jpg,640,640,level 2,153,61,507,618
air-kotor-ilustrasi-_141204105807-141-1-_jpg.rf.abb5dfaf4efeffdce704ffbc8fbc2189.jpg,640,640,level 4,131,145,479,527
ilustrasi-air-minum-keruh_jpg.rf.87d38c839a964fce77002f795b8b0266.jpg,640,640,level 3,153,88,327,549
ilustrasi-air-minum-keruh_jpg.rf.87d38c839a964fce77002f795b8b0266.jpg,640,640,level 1,369,115,535,551
IMG_20240610_211520_jpg.rf.6c6f45c7a56e70958e59e2eac9aeffe3.jpg,640,640,level 1,176,265,585,582
7ca25a34-40d5-481e-bba0-f503ca33825e__large_jpg.rf.8d0330ed5f80d0bbbc48ae5368d3fbf5.jpg,640,640,level 1,91,446,639,640
VID_20240614_164628_mp4-0015_jpg.rf.200b0ee9df825992bed0e86737a21916.jpg,640,640,level 2,120,52,423,485
IMG_20240610_210908_jpg.rf.22b5ab4071fd7671368e6b5c08350849.jpg,640,640,level 1,215,198,556,508
Copy-of-saluran-selokan-mataram-di-mlati-sleman-yang-sebelumnya-viral-dipenuhi-potongan-sampah-styrofoam-senin-322025_169_jpeg.rf.3afb03fdb6e26b6978c64d373a92f876.jpg,640,640,level 4,219,203,392,640
Kolam-ikan-teras-Rumah-shorts-short_mp4-0001_jpg.rf.941add964bccbb61cab1ed95df9e4a90.jpg,640,640,level 3,30,273,640,538
Copy-of-IMG20230111182821_jpg.rf.a745a11f5ddf090db757404b7ea43bf2.jpg,640,640,level 2,0,298,299,560
berubah-warna_jpg.rf.b7252fcfa9bc6aa26c3f2cf1f5cc0b82.jpg,640,640,level 1,300,285,423,590
images-3-_jpeg.rf.268d01fe7cd388abccb62273c55d0617.jpg,640,640,level 4,140,198,312,483
images-3-_jpeg.rf.268d01fe7cd388abccb62273c55d0617.jpg,640,640,level 1,360,208,510,476
mmehzb297qc91_webp.rf.b42812d485335024599f706ba4bbc575.jpg,640,640,level 3,128,149,603,471
IMG_20240614_164552_jpg.rf.d87a9bf2556d1841f4d08c16aae0b7ca.jpg,640,640,level 2,224,66,526,622
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0006_jpg.rf.2953e218d6ef9ae19ed9e6cfdaf249e0.jpg,640,640,level 3,69,88,634,610
s_mp4-0002_jpg.rf.7af20c129cc695fdafe1b0902154f3c7.jpg,640,640,level 2,23,208,640,423
air-paip-kotor_jpg.rf.3a3169c3506f8cbf95075264f4914dee.jpg,640,640,level 3,238,156,463,467
suggested-Sodw31DVtRdqQBxLPqY1_jpg.rf.6b1ff8c0984aa265247f8a35f7a51507.jpg,640,640,level 1,307,471,622,640
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0003_jpg.rf.7adba1e3e65da43dd934ebf0cd50c129.jpg,640,640,level 3,30,110,640,640
VID_20240614_164628_mp4-0008_jpg.rf.89bc9bf0ec3fdcd0af64edb4658e3d9c.jpg,640,640,level 2,170,106,541,640
IMG_20240610_211147_jpg.rf.93c12b597b1f1c14770d19a30b6eb300.jpg,640,640,level 1,170,245,571,566
i_mp4-0009_jpg.rf.b5e265852c6592983bcb2a032360623a.jpg,640,640,level 3,3,433,378,618
fdf27ec8e135ba287e91bd04df9aad02_jpeg.rf.debc46bcb9812f19b4067ebbe130b690.jpg,640,640,level 2,183,92,640,579
IMG_20240610_211153_jpg.rf.6ffd01c86ee1a07b74aa0ca7ece367db.jpg,640,640,level 1,158,267,640,640
E0364pQXMAEk6Ey_jpg.rf.b0beae55498e5c348841b49970b7f68c.jpg,640,640,level 3,34,73,245,640
E0364pQXMAEk6Ey_jpg.rf.b0beae55498e5c348841b49970b7f68c.jpg,640,640,level 3,283,25,492,636
images-_jpeg.rf.f57c7d405ca3c4e31353815b6eecdbaf.jpg,640,640,level 4,338,269,640,604
Air-keruh-ed_jpg.rf.4a58b95ec0a050ee581312bb8128b415.jpg,640,640,level 4,84,288,187,473
Air-keruh-ed_jpg.rf.4a58b95ec0a050ee581312bb8128b415.jpg,640,640,level 3,203,296,298,488
Air-keruh-ed_jpg.rf.4a58b95ec0a050ee581312bb8128b415.jpg,640,640,level 2,326,295,424,462
Air-keruh-ed_jpg.rf.4a58b95ec0a050ee581312bb8128b415.jpg,640,640,level 1,445,292,553,456
maxresdefault-2-768x432-2x_webp.rf.8717b757069e27c8fe8f62621577f416.jpg,640,640,level 1,80,148,305,541
maxresdefault-2-768x432-2x_webp.rf.8717b757069e27c8fe8f62621577f416.jpg,640,640,level 4,386,108,544,543
suggested-8UCKKgsYUJGkzjZyHaRN_jpg.rf.ad539a45bb9e1c55c202a6a4238f0c18.jpg,640,640,level 2,68,346,640,625
WhatsApp-Image-2019-03-26-at-18-42-14_jpeg.rf.e8d129f005425acc180e52f044dbbb98.jpg,640,640,level 4,77,102,494,640
suggested-ekTBZOYnlCW0zccwp0OR_jpg.rf.fe96511d2593718bec67520ceefcc64d.jpg,640,640,level 4,130,397,561,640
11122019091133-Desa_Balingasal-Kebumen-utama_jpg.rf.7693e6b3516abe2ebd4c0f44309dfc42.jpg,640,640,level 2,116,159,587,627
VID_20240614_164506_mp4-0020_jpg.rf.1462b778a9bb3becbfd22e876b64960b.jpg,640,640,level 2,195,48,510,631
suggested-Ivq0m9nU8iNHuwYD9Zq2_jpg.rf.87192464a788ae9385cd7aec146c4d60.jpg,640,640,level 1,166,277,508,471
20170106Air_keruh_PDAM_jpg.rf.47d49ce918b82b64d9269349c86932a1.jpg,640,640,level 4,277,304,610,579
images-6-_jpeg.rf.98352aba5eb1748feced17f51a17999c.jpg,640,640,level 4,37,419,453,596
WhatsApp-Image-2024-06-04-at-16-50-25_5a45e004_jpg.rf.f516ded5e7f66dc7cb440d1dcc5226c8.jpg,640,640,level 4,219,214,486,589
Copy-of-gelombang-tinggi-di-pantai-kenjeran-surabaya-1_169_jpeg.rf.85e2cbda3f0880f1b09fe6636c45056c.jpg,640,640,level 4,0,356,640,640
images-6-_jpeg.rf.a4cd53846ff5488efb03a23fce145f27.jpg,640,640,level 3,102,33,452,640
suggested-46QfNRHZlpV5Fa8C5wlI_jpg.rf.3c4992d183b3ab70cfceeea96e27f5cc.jpg,640,640,level 2,36,272,640,595
Paragraph-2-_Murky-or-cloudy-water-cloudy-pond-water-how-to-fix-algae-control-pond-plant-removal-dirty-pond-water-scaled_jpg.rf.9c94a89333c2ede6a14a50baa94b7a35.jpg,640,640,level 3,44,137,626,505
s_mp4-0004_jpg.rf.f19e95de30f92c24c35cfa778a950eed.jpg,640,640,level 2,11,193,640,435
mmehzb297qc91_webp.rf.eec91e37998a6ff0cd00122a09734e2c.jpg,640,640,level 3,128,149,603,471
my-pool-became-super-murky-all-of-the-sudden-its-been-v0-7yh8lh00namb1_webp.rf.c9b40c82a85cd5bba71a8b5634268476.jpg,640,640,level 3,31,192,640,587
suggested-cYlLdgcDxTOI4WgKU1AN_jpg.rf.f7b17cedd3ad3e051687d89f546f9f6a.jpg,640,640,level 1,11,348,640,631
suggested-MzmnRXzbz10XgDdYnYRZ_jpg.rf.e4e897af01ca0084bcddc56140d2b5e4.jpg,640,640,level 2,120,340,524,620
suggested-BUXk0I8ZeFbDg4uAJ52H_jpg.rf.0010401e1a8f83aeedecb5ebef749552.jpg,640,640,level 4,171,325,633,539
suggested-c9ZTb7M4KiCtJCdQbraB_jpg.rf.fb39ea3be0495307694a4f2429d75ef9.jpg,640,640,level 4,128,305,640,640
IMG_20240610_210949_jpg.rf.954fa26821e4426a9754d6b0db0b89c8.jpg,640,640,level 1,132,230,596,612
Catat-Ini-Cara-Membuat-Air-Kotor-Menjadi-Bersih_jpeg.rf.ad42324778bae31514eadea3e12d47bb.jpg,640,640,level 1,385,164,640,507
Catat-Ini-Cara-Membuat-Air-Kotor-Menjadi-Bersih_jpeg.rf.ad42324778bae31514eadea3e12d47bb.jpg,640,640,level 2,1,168,304,473
WhatsApp-Image-2024-06-04-at-16-50-25_5a45e004_jpg.rf.872f4cb5bbfa662c854a24c655890b71.jpg,640,640,level 4,219,214,486,589
IMG_20240610_210908_jpg.rf.c6c72306cece1cc1d729498d6d60e339.jpg,640,640,level 1,215,198,556,508
suggested-y800C63TQscr08exYmM8_jpg.rf.807f2eb37e4b48016d7bd560ca561f44.jpg,640,640,level 1,38,441,640,640
images-_jpeg.rf.b09c245ca7c5e59d20e6269837db1bf6.jpg,640,640,level 4,338,269,640,604
20170106Air_keruh_PDAM_jpg.rf.c49581097f84c73f486c01c7ac31e039.jpg,640,640,level 4,277,304,610,579
VID_20240614_164506_mp4-0020_jpg.rf.4a30784d6c42c0b84bf955401959313c.jpg,640,640,level 2,195,48,510,631
suggested-7OTPSgV6PjEJaTQegHr6_jpg.rf.49564b51c79cb87968d5ac4971a70b2d.jpg,640,640,level 4,0,327,497,640
Copy-of-pantai-kenjeran-surabaya_jpeg.rf.49a9c01202d3ba1e426e0bf2e01d0060.jpg,640,640,level 4,5,405,638,640
suggested-B7P9132qnyFaxyyOSowW_jpg.rf.8841c0d53c466bca8e05fc3d338ad1e0.jpg,640,640,level 4,158,436,640,640
suggested-ZvUgMfgKLxHKzfWXQcgE_jpg.rf.0473cef0a1d8e3f146c576f6475fc56c.jpg,640,640,level 1,29,490,630,635
IMG_20240614_164552_jpg.rf.43f018e0563cacb265309f53b109c04c.jpg,640,640,level 2,224,66,526,622
i_mp4-0002_jpg.rf.db32a40c6020654991ce32ec4176d831.jpg,640,640,level 3,29,414,364,622
pexels-photo-7982404_jpeg.rf.34ba3a36cf64db7fe8e503229f0cb597.jpg,640,640,level 1,15,17,640,544
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0007_jpg.rf.6a5a5b178bf545f6b8f962f600b135c8.jpg,640,640,level 3,30,108,640,509
capture_webp.rf.84cc820db62af1ee27e33e85af25d801.jpg,640,640,level 3,146,235,537,595
1541585409_163515_1541585967_noticiarelacionada_principal_normal_jpg.rf.934445a4f7708733a6f8bdda6b9a11ac.jpg,640,640,level 4,317,256,457,600
suggested-Qp4hunCgePI4JCKQnh3S_jpg.rf.0b90a0c00dde1ba520cfcca12c0cbe49.jpg,640,640,level 4,86,229,618,640
suggested-vTi0e9b0xKm2e39ocNqP_jpg.rf.35eb425da45356f59e5e515f5eb76db4.jpg,640,640,level 4,4,298,356,479
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0005_jpg.rf.903b1e986bdda044f0e411419169d509.jpg,640,640,level 3,30,102,640,543
images-22-_jpeg.rf.d1b4b53f2b43af8d4542059c7e3de63a.jpg,640,640,level 4,253,334,640,640
dbc284a2068b22eb6de096cfed4e5ae2-ed48052e4f87e4d3266052d58de7fadc_600x400_png.rf.ac9c6dd9124ba34b242d7577e7adf680.jpg,640,640,level 1,21,365,445,631
VID_20240614_164628_mp4-0014_jpg.rf.0e5ee9e358da7d2543fc062140ce5cf4.jpg,640,640,level 2,186,108,472,549
suggested-dyQHO8VnLIxE5T514ths_jpg.rf.87d4846cd551b9a6ec86cd02a40dae61.jpg,640,640,level 2,20,413,640,640
IMG_20240610_211521_jpg.rf.a51772986d801584fc7e7e0a83154f40.jpg,640,640,level 1,109,220,608,577
images-16-_jpeg.rf.7c763cc19a1ff1af13b1687e86d8c51f.jpg,640,640,level 3,81,188,346,509
images-16-_jpeg.rf.7c763cc19a1ff1af13b1687e86d8c51f.jpg,640,640,level 3,387,276,584,615
a_mp4-0013_jpg.rf.295c9c75b4ad07a4722e4c273ae27721.jpg,640,640,level 3,73,172,640,487
VID_20240614_164506_mp4-0001_jpg.rf.0e736a03d000fdb1c9438f74f52cfd1d.jpg,640,640,level 2,171,111,539,623
suggested-wnSwfhaiyxEUwvAIThWc_jpg.rf.122f5c0ca551fb9ef7c1fb7b1fd319cf.jpg,640,640,level 4,40,313,640,638
WhatsApp-Image-2024-06-04-at-16-50-20_33aeb2e9_jpg.rf.2fd716ec95b3ed35bb811c59d64a86df.jpg,640,640,level 4,103,59,569,640
suggested-hfkDvn2QN5tFbDTTBiVy_jpg.rf.4cdf9537aefe0d0b934a64a2d5cc04f3.jpg,640,640,level 4,0,327,640,640
s_mp4-0000_jpg.rf.624a0345076fbed342bf788a5be9820b.jpg,640,640,level 2,8,201,640,440
suggested-5y85crAhetp9mitRYRwQ_jpg.rf.7f173b508d8be849fd0a2705934c063a.jpg,640,640,level 4,19,296,640,640
IMG_20210223_173153-1_jpg.rf.cfffbfece96fc279bddbdf1d50aef851.jpg,640,640,level 4,97,259,598,523
291455157278_jpg.rf.1246946eab13343fb5a37f6c365d224b.jpg,640,640,level 2,402,355,621,562
291455157278_jpg.rf.1246946eab13343fb5a37f6c365d224b.jpg,640,640,level 2,386,165,532,261
291455157278_jpg.rf.1246946eab13343fb5a37f6c365d224b.jpg,640,640,level 2,53,393,156,620
291455157278_jpg.rf.1246946eab13343fb5a37f6c365d224b.jpg,640,640,level 2,148,209,262,281
suggested-TX6fXKZBaD0mOnESaNYG_jpg.rf.42bb793217ef90ab3f911a1d6ff17cef.jpg,640,640,level 4,0,384,640,640
maxresdefault_jpg.rf.723e542d8959b85921870d2e0ab4f742.jpg,640,640,level 2,95,239,573,472
suggested-ClGR0OV4qWSbtKVRSp4Q_jpg.rf.bc8191d1fcee799d3e9ad2a0920f7c89.jpg,640,640,level 4,1,275,640,497
gayung-dan-ember-berlumut-bisa-b-20230324093915_jpg.rf.f4cc23cab2c29e214b1410a6b77a5d4c.jpg,640,640,level 1,413,225,592,475
VID_20240614_164506_mp4-0016_jpg.rf.fb048f5369e77f58a2dbabdb0f682dbd.jpg,640,640,level 2,190,106,500,640
IMG_20240614_164143_1_jpg.rf.f2763582dd3d4857c3d1221be2ca8a15.jpg,640,640,level 4,128,333,467,640
img07_jpg.rf.4652ab76bbbcac77c4368aba5e5e604c.jpg,640,640,level 3,232,134,417,528
IMG_20240614_164621_jpg.rf.bdb1397694135164988d67e03d8e0c42.jpg,640,640,level 2,223,98,510,586
IMG_20240610_211520_jpg.rf.14ec7e870e70b2af3e4ccc775d74c67d.jpg,640,640,level 1,176,265,585,582
IMG_20240614_164146_jpg.rf.4617a61f55a317281f7955b5c0b4d137.jpg,640,640,level 4,270,226,527,352
s_mp4-0001_jpg.rf.b1347f85359f65ce89c60a337aa9bab0.jpg,640,640,level 2,13,198,640,414
Copy-of-keindahan-sungai-air-sinahu-maluku-2_jpeg.rf.02b27f28b0c23e07f51b141ad6513e32.jpg,640,640,level 2,204,300,441,640
Copy-of-saluran-selokan-mataram-di-mlati-sleman-yang-sebelumnya-viral-dipenuhi-potongan-sampah-styrofoam-senin-322025_169_jpeg.rf.b297cb61ecb6145938195ff41a2ec8eb.jpg,640,640,level 4,219,203,392,640
VID_20240614_164506_mp4-0010_jpg.rf.f4113177e3ef950df48a6762eba59660.jpg,640,640,level 2,146,38,635,619
a_mp4-0010_jpg.rf.6c282be604ff4b3332ed1a58f22e08a2.jpg,640,640,level 3,59,165,590,635
i_mp4-0000_jpg.rf.02691439ffd3482c7fc7b44899aee7a9.jpg,640,640,level 3,28,459,333,633
meningkatkan-kualitas-air-kolam-gurame_jpg.rf.0a1796992b7406d9cc3e5f9dd1033b4c.jpg,640,640,level 4,13,261,473,369
IMG_20240610_210925_jpg.rf.1f40333e888f379e3d6a24b8e2694875.jpg,640,640,level 1,166,271,485,548
210120-BLOG_jpg.rf.3fecc5cb139637259262fb432139e189.jpg,640,640,level 3,114,232,300,415
Copy-of-IMG_20240414_055153_jpg.rf.50ab13db82f68af4522a64856907744d.jpg,640,640,level 2,8,284,627,444
s_mp4-0003_jpg.rf.8559d708125048b554e99477175c2b97.jpg,640,640,level 2,23,188,632,401
IMG_20240610_211004_jpg.rf.94cd6ea1963be582c0c6efc26e1cfc12.jpg,640,640,level 1,176,238,582,511
suggested-ibpTPGdbiNMAgv5FIvJJ_jpg.rf.97232a5044e662a66f4a0e5ac0506d9a.jpg,640,640,level 4,10,111,640,431
are-mud-ponds-even-good-for-koi-v0-azhfupkbwcpd1_webp.rf.242afcccbba7df0f0deb80fda9b6e0f3.jpg,640,640,level 3,87,171,530,426
ilustrasi-air-minum-keruh_jpg.rf.4ecafb30a2697331a18e7f00efdc3014.jpg,640,640,level 3,153,88,327,549
ilustrasi-air-minum-keruh_jpg.rf.4ecafb30a2697331a18e7f00efdc3014.jpg,640,640,level 1,369,115,535,551
VID_20240614_164506_mp4-0022_jpg.rf.56545ba5a94d7ac0522f70868b214021.jpg,640,640,level 2,172,59,553,626
suggested-dv34CeDG6hURPc6YUulz_jpg.rf.b6c0f7abf1f3eadfad818c4d25bb21bb.jpg,640,640,level 2,34,333,640,617
suggested-XewWAACTGFdLoGgcEZOD_jpg.rf.58eb2b4f18ed57e7535579cda58f0678.jpg,640,640,level 4,6,319,640,640
20221004043254_jpg.rf.f11dd2bb73f9770c85d27585cdfd0581.jpg,640,640,level 1,482,240,630,396
20221004043254_jpg.rf.f11dd2bb73f9770c85d27585cdfd0581.jpg,640,640,level 4,277,244,426,502
IMG_20240610_211302_jpg.rf.4a2e682382607901c1fc6c734b0598ae.jpg,640,640,level 1,109,199,581,583
Copy-of-selokan_jpg.rf.fcbcd9bbc443a9d556e82460d70519d4.jpg,640,640,level 4,278,302,490,640
images-5-_jpeg.rf.a1ae39cbfb0a8f519e17ae7d55a51b5f.jpg,640,640,level 3,220,99,453,581
Copy-of-Suasana-air-laut-pasang-di-Kenjeran-Surabaya_jpg.rf.67a05946877e0b8a5b6d219968c5d4ad.jpg,640,640,level 4,0,329,640,640
my-pond-recently-started-getting-extremely-cloudy-its-v0-sngr3uddkpx81_webp.rf.f5f1dbc8de7bfba283686b6d74bbc970.jpg,640,640,level 3,31,149,476,541
IMG_20240614_164549_jpg.rf.3ae6fbc6103419953f1dac510a26d62e.jpg,640,640,level 2,154,86,523,636
istock-824196350jpg-20220122014017_jpg.rf.60e6e24dd64b9f86c00e397f0b5514a5.jpg,640,640,level 1,40,152,618,433
images-21-_jpeg.rf.c2a1cfb1b8c1c9559dc4553279d4e22c.jpg,640,640,level 4,370,351,525,526
IMG_20240610_211520_1_jpg.rf.a30e0e27080e118374215896145fbe9f.jpg,640,640,level 1,106,268,613,573
Copy-of-labuhan-jukung-krui_jpg.rf.31eb20f1be7991da9e22fa5bd5080a35.jpg,640,640,level 1,23,322,310,631
images-4-_jpeg.rf.a58ef6e1e1a1430f193a11b7ed5baedf.jpg,640,640,level 2,263,83,362,274
VID_20240614_164118_mp4-0008_jpg.rf.d58f5c9ac0c6df3457377e8673491c46.jpg,640,640,level 4,26,185,639,640
images-2-_jpeg.rf.7a6d3146b9bfb492f47955707fcb7c2b.jpg,640,640,level 2,84,102,640,604
suggested-ZTY1u9xsPSff0z47Qeqr_jpg.rf.b90362932965a2914b53d268a4e719db.jpg,640,640,level 4,4,119,170,602
a_mp4-0009_jpg.rf.e69fe928b74a7cdc0f2c79d3d8d4deba.jpg,640,640,level 3,53,173,640,611
VID_20240614_164628_mp4-0006_jpg.rf.cfe5e148fb51191f43dd6045d92ec076.jpg,640,640,level 2,153,61,507,618
Copy-of-qnyfbcaoczvhth71ttg4_jpg.rf.31a41e996ec5b5da525266bdfb72abf3.jpg,640,640,level 1,21,212,366,536
suggested-YDN8jAKuxaaVW2WAb27q_jpg.rf.c671d81da9338a74dd10b98a38f9e780.jpg,640,640,level 4,1,413,640,640
cloudy-water-koi_webp.rf.8c6ea5a4477cdf4d2be70ae5052812cb.jpg,640,640,level 3,37,23,608,565
IMG_20240610_210932_jpg.rf.b606dd375b0b1eab83e53e53f52219e4.jpg,640,640,level 1,181,336,526,615
air-kotor-ilustrasi-_141204105807-141-1-_jpg.rf.b7ba1f2f76a3dca946eabed57588ae67.jpg,640,640,level 4,131,145,479,527
air-keruh3_png.rf.0c8c1e9539e975531b8bd98656f31643.jpg,640,640,level 3,237,89,404,525
images-12-_jpeg.rf.3004228600c2ba9d68c9f533c3ec3d79.jpg,640,640,level 3,139,114,517,509
