filename,width,height,class,xmin,ymin,xmax,ymax
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0007_jpg.rf.65a567ee6c008a6545c7ba9edc59ff50.jpg,640,640,Not potable,1,99,640,617
VID_20240614_164628_mp4-0005_jpg.rf.290f26e7618323d6affa35c751396530.jpg,640,640,Not potable,196,265,506,421
VID_20240614_164628_mp4-0005_jpg.rf.290f26e7618323d6affa35c751396530.jpg,640,640,Not potable,212,131,383,201
i_mp4-0006_jpg.rf.3a28b64e52bb3ee7fb931e5d57766103.jpg,640,640,Not potable,62,426,270,543
VID_20240614_164628_mp4-0006_jpg.rf.fe33568e149ab53524d57f29cbabb25d.jpg,640,640,Not potable,204,257,415,364
FB_IMG_1623826881030_jpg.rf.144a2e36d84353a4509c00f50e003400.jpg,640,640,Not potable,172,240,443,537
VID_20240614_164628_mp4-0000_jpg.rf.f65c95d46de38dc58ee813a925cd1257.jpg,640,640,Not potable,215,289,416,397
IMG_20240614_164545_jpg.rf.0ae3139b4ed0ff0be58aee80ed328e41.jpg,640,640,Not potable,201,442,307,560
Kolam-ikan-teras-Rumah-shorts-short_mp4-0001_jpg.rf.3d12d0aa1115e2400ca1ca377d03fd85.jpg,640,640,Not potable,102,313,277,384
2944436768_webp_jpg.rf.5b3fc4269a141e9c805c1ac8807270da.jpg,640,640,Potable,311,136,479,548
maxresdefault_jpg.rf.e7b59c7558fb1975b452bfda9e9f6bab.jpg,640,640,Not potable,105,235,494,458
IMG_20240610_211452_jpg.rf.aba47a356e3f5253239422443a1fd5dc.jpg,640,640,Potable,133,251,584,535
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0005_jpg.rf.5953c5a139dbddc859ff44b89b7185d6.jpg,640,640,Not potable,2,78,638,624
VID_20240614_164151_mp4-0000_jpg.rf.20ef600ebf2f906dc0121108d05eaca2.jpg,640,640,Not potable,347,213,504,300
foto-1_jpg.rf.ad1b0908d9f09bce115f64d4cab941e6.jpg,640,640,Not potable,300,258,385,575
glass-of-water-e1320769228721_jpg.rf.4855324915a4a188f25ee4a0ad56e78e.jpg,640,640,Potable,173,146,480,463
image_jpg.rf.ef716cbbe006af22fd51f2715a59bd0a.jpg,640,640,Potable,161,309,369,541
asd_jpeg_jpg.rf.ab8e07da003e4f0594e9e630cac4abe5.jpg,640,640,Not potable,401,211,506,325
glass-of-water_jpg.rf.820e6e60817523f0f20a3bbb7c8acd22.jpg,640,640,Potable,96,312,383,578
IMG_20240610_211147_jpg.rf.fccbd92b59ab7f96a63bf4e67cdb9c6a.jpg,640,640,Potable,193,330,583,576
VID_20240614_164506_mp4-0018_jpg.rf.c668ab3a4334a46485c00c150c4817ff.jpg,640,640,Not potable,42,496,260,608
images-11-_jpeg_jpg.rf.fb5c209c62ba6d050f04692aa7dbded7.jpg,640,640,Not potable,61,249,198,515
images-11-_jpeg_jpg.rf.fb5c209c62ba6d050f04692aa7dbded7.jpg,640,640,Not potable,260,246,397,499
images-11-_jpeg_jpg.rf.fb5c209c62ba6d050f04692aa7dbded7.jpg,640,640,Potable,438,263,576,516
glasses-water-10424460_jpg.rf.8644145f9d7ca47a0c40d67aff4b3a8a.jpg,640,640,Potable,137,176,499,534
IMG_20240614_164143_1_jpg.rf.2b0004b1386f756706549084e30ff69b.jpg,640,640,Not potable,213,519,375,622
air-kolam-patirtan-candi-penataran-blitar-dipercaya-bertuah_169_jpeg_jpg.rf.848faeaabd22d2eb6a3107f74237716d.jpg,640,640,Potable,413,381,509,478
glass-water-flowers-table_23-2148863472_jpg.rf.be94e7f95f7a6fa16e32a0dff3cd29a5.jpg,640,640,Potable,164,196,315,299
Glass-of-Water-4-_jpg.rf.66cd0c7ace80845b4d636ce3ee54c67d.jpg,640,640,Potable,78,81,571,557
iStock-658408448_jpg.rf.16a72a7c6e4f5614b046edf2324223ca.jpg,640,640,Potable,162,324,374,524
png-transparent-water-testing-glass-graphy-drinking-water-glass-water-treatment-drinking_png.rf.813a29566b5e477787e9ecb393538c45.jpg,640,640,Potable,184,141,457,616
IMG_20240614_164139_jpg.rf.fc635e6a76329ac692f6e006ac48195a.jpg,640,640,Not potable,196,373,412,516
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0009_jpg.rf.e89dc064119be066c338eefe6abd702b.jpg,640,640,Not potable,1,87,638,617
IMG_20240614_164623_jpg.rf.0a126c1402b18e4f6a03b87e7ab7157d.jpg,640,640,Not potable,261,279,408,374
03190027-e3150308-810f-4e1e-9279-d9ea33024fb9_jpg.rf.3f8dd46ce078093f43e13b9f3c7ae562.jpg,640,640,Potable,280,395,450,640
VID_20240614_164118_mp4-0004_jpg.rf.7f0701ef1018d93e3508b83a609cca8d.jpg,640,640,Not potable,369,499,597,602
Menghargai-Air-Bersih-untuk-Hidup-Sehat_jpg.rf.dd360980f54cfcbf0318d19fadd09ee3.jpg,640,640,Potable,178,169,420,451
images-2-_jpeg_jpg.rf.839f305d0d8af100daa9b5f719c5e89f.jpg,640,640,Not potable,27,174,255,397
IMG_20240614_164146_jpg.rf.75c8637db1ef6ca4afcf4b78fc59c986.jpg,640,640,Not potable,354,265,450,316
i_mp4-0001_jpg.rf.5a9865c898c392d7b890d5ff5c3b5db5.jpg,640,640,Not potable,146,368,254,471
images-1-_jpeg_jpg.rf.8653c941ff612da4af3a71952fae6877.jpg,640,640,Not potable,40,101,615,399
033416300_1648651570-IMG_20220330_212704_jpg.rf.367273e03a2184554c070e5e5fd721e9.jpg,640,640,Not potable,28,348,184,610
images-3-_jpeg_jpg.rf.4ca56e90e527831f3ef3d1774f22da24.jpg,640,640,Not potable,292,114,480,274
glass-of-water-3-_jpg.rf.e0f8ee9e189501e3ec7a259aa4c92877.jpg,640,640,Potable,65,177,508,571
Drinking-Water-805x503_jpg.rf.10409a5e0db5f35d62de12b24334fe2a.jpg,640,640,Potable,237,276,362,409
imagess_jpeg_jpg.rf.f9979d98a0fc793ac108e62a43cbb33d.jpg,640,640,Potable,123,349,201,571
imagess_jpeg_jpg.rf.f9979d98a0fc793ac108e62a43cbb33d.jpg,640,640,Potable,279,307,357,492
imagess_jpeg_jpg.rf.f9979d98a0fc793ac108e62a43cbb33d.jpg,640,640,Not potable,444,333,528,579
Glass-water_jpg.rf.63444a723d55ebbe25186648d0f5a2bf.jpg,640,640,Potable,209,168,440,366
VID_20240614_164628_mp4-0008_jpg.rf.05e072ffe36f2571101d9f552ee0ed6b.jpg,640,640,Not potable,225,276,391,368
images-16-_jpeg_jpg.rf.fc776cb3d98683c0a8d3607e24e056f4.jpg,640,640,Not potable,54,210,283,513
images-16-_jpeg_jpg.rf.fc776cb3d98683c0a8d3607e24e056f4.jpg,640,640,Not potable,378,333,586,640
glass-of-water-1327012_jpg.rf.87398b4369cdd465696c2b5ab5c7c1d9.jpg,640,640,Potable,268,161,465,593
i_mp4-0008_jpg.rf.f288e67d5cbdeac0ad8d8bc2ce48543d.jpg,640,640,Not potable,103,367,230,488
28_kriteria-kolam-ikan-koi-yang-baik_jpg.rf.e6bc650059ff786f353d42289f7fa140.jpg,640,640,Not potable,533,132,629,247
VID_20240614_164506_mp4-0009_jpg.rf.a979929964046c55d27580ebe9f127ad.jpg,640,640,Not potable,67,311,248,435
VID_20240614_164506_mp4-0012_jpg.rf.3d99f8f1ec5c857d1254f39430c620e3.jpg,640,640,Not potable,19,228,265,437
IMG_20240610_210940_jpg.rf.f254c595f24ddc89ae5055b35bfa4d82.jpg,640,640,Potable,92,261,623,640
pexels-photo-7982404_jpeg_jpg.rf.a2ea7960f96aa60064ecdf78d0335dea.jpg,640,640,Not potable,351,63,598,238
a_mp4-0012_jpg.rf.4a4e3dff530b0d12b98fe6c326ed3376.jpg,640,640,Not potable,38,245,593,483
1617702793_pompa_intake_macet_pdam_alirkan_air_seperti_kopi_susu__webp_jpg.rf.58756e19d81ad317f23751fd7977c731.jpg,640,640,Not potable,72,389,517,640
water_glass-2-_jpg.rf.244022c98cb46cd73e5bd0e16aeb0691.jpg,640,640,Potable,164,174,452,507
agua_abdalajis_jpg.rf.651c23472c4baaea6390309342816d4a.jpg,640,640,Not potable,89,149,273,549
agua_abdalajis_jpg.rf.651c23472c4baaea6390309342816d4a.jpg,640,640,Potable,373,163,565,558
VID_20240614_164628_mp4-0004_jpg.rf.8bcb4b70c377d8a566b74fb45e0c8ec1.jpg,640,640,Not potable,228,308,428,381
WhatsApp-Image-2024-06-04-at-16-50-20_33aeb2e9_jpg.rf.f981e65cc88f47a2506c61b59b614657.jpg,640,640,Not potable,130,60,549,433
water_png.rf.0c6c5a21e434dced39fb3efe8e5a8f93.jpg,640,640,Potable,362,278,505,577
depositphotos_3494207-Glass-of-water_jpg.rf.e0d7f1baed5fa13247ce877c63af4f5a.jpg,640,640,Potable,169,188,486,490
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0003_jpg.rf.02fd5c87f325b789dedbc709f82c8d60.jpg,640,640,Not potable,2,74,637,615
IMG_20240610_211302_jpg.rf.05fd01377c7fa5913bcc568d9a780fbf.jpg,640,640,Potable,67,193,629,531
1541585409_163515_1541585967_noticiarelacionada_principal_normal_jpg.rf.8f62f0c774d4d760c8ff5d58b7f20729.jpg,640,640,Not potable,340,296,432,567
IMG_20240610_211504_jpg.rf.600f3b9f536203aae97585d283a17017.jpg,640,640,Potable,151,79,489,377
images-12-_jpeg_jpg.rf.eb2bfa90654975d0adc8b72e826bd532.jpg,640,640,Not potable,180,116,465,470
VID_20240614_164628_mp4-0007_jpg.rf.07efb030545d9e7299aeebdf30078cf7.jpg,640,640,Not potable,226,285,428,390
pam-kotor_20170920_083146_jpg.rf.9a871c84a5e4a50549f53d0d7332c656.jpg,640,640,Not potable,41,206,285,484
IMG_20240614_164622_jpg.rf.cf7d7ac2611d9c347792255789b05b8f.jpg,640,640,Not potable,267,269,398,358
IMG_20210223_173153-1_jpg.rf.f6e7d8d6ff764eae7a301468c21dc50a.jpg,640,640,Not potable,294,256,544,577
tips-mencegah-penyakit-kulit-akibat-berenang-air-bening-sering-menipu-loh-DHODoFMHQ1_jpg.rf.c152957dd94b194d9fb4baf15cc60e79.jpg,640,640,Potable,323,193,567,470
s_mp4-0007_jpg.rf.03dc1aaa480235b9e4645bafd35b5cb1.jpg,640,640,Not potable,175,237,330,379
VID_20240614_164506_mp4-0001_jpg.rf.d72fd26d49e852aaf24bef02761216f6.jpg,640,640,Not potable,96,345,269,480
VID_20240614_164506_mp4-0001_jpg.rf.d72fd26d49e852aaf24bef02761216f6.jpg,640,640,Not potable,283,109,404,165
VID_20240614_164118_mp4-0013_jpg.rf.9a8a08e491e480d73974580bb512fd5e.jpg,640,640,Not potable,56,441,230,533
dbc284a2068b22eb6de096cfed4e5ae2-ed48052e4f87e4d3266052d58de7fadc_600x400_png_jpg.rf.430679075bf232a5d3a81f4d8b5aa7b6.jpg,640,640,Potable,1,218,636,634
VID_20240614_164118_mp4-0003_jpg.rf.25dc25ec99cc6b3f1255fb6b79ef8351.jpg,640,640,Not potable,7,207,432,640
drink-more-water-hub_jpg.rf.1b760227997c1ce1900af5e73bd1aca4.jpg,640,640,Potable,422,238,562,588
2022-05-02_jpg.rf.3a23ee1730c9ef51b07ec4902338dc85.jpg,640,640,Potable,253,475,328,595
images-19-_jpeg_jpg.rf.cb81adb282613fb71be08acb6b4b9847.jpg,640,640,Not potable,121,313,386,455
ESKE3HU564I6PDX5UTQ6QXA434_jpg.rf.f9c4556e83125d37dbd1035f10268957.jpg,640,640,Potable,18,172,114,499
ESKE3HU564I6PDX5UTQ6QXA434_jpg.rf.f9c4556e83125d37dbd1035f10268957.jpg,640,640,Potable,146,214,244,509
ESKE3HU564I6PDX5UTQ6QXA434_jpg.rf.f9c4556e83125d37dbd1035f10268957.jpg,640,640,Potable,276,278,372,492
ESKE3HU564I6PDX5UTQ6QXA434_jpg.rf.f9c4556e83125d37dbd1035f10268957.jpg,640,640,Potable,405,353,499,501
ESKE3HU564I6PDX5UTQ6QXA434_jpg.rf.f9c4556e83125d37dbd1035f10268957.jpg,640,640,Potable,532,311,625,499
IMG_20240614_164621_jpg.rf.7f93a6e7e09d4f34de4b6f25ce8dfe94.jpg,640,640,Not potable,275,295,403,387
images-1-_jpeg_jpg.rf.4ab30967218bee8c347aeae94a4347ca.jpg,640,640,Potable,300,251,492,550
VID_20240614_164118_mp4-0002_jpg.rf.1ceb73e1d354d5a3c97451e3c138c933.jpg,640,640,Not potable,375,488,614,623
24866225558_jpeg_jpg.rf.c85bf3b89c8814c77b726e432266f100.jpg,640,640,Not potable,414,269,531,543
FYC37YLFPWWWQGW_webp_jpg.rf.140fce46421d8aaac8b838561eb4fb01.jpg,640,640,Not potable,67,388,251,548
Kolam-ikan-teras-Rumah-shorts-short_mp4-0004_jpg.rf.a7beabfa0387548e535d5a8c3fb26c5c.jpg,640,640,Not potable,259,75,433,164
a_mp4-0006_jpg.rf.577e460f40de28c3dc63e310496f4aa4.jpg,640,640,Not potable,33,199,601,520
VID_20240614_164118_mp4-0010_jpg.rf.9a2f5a8658ee583aaec2e2d471a11d87.jpg,640,640,Not potable,387,492,624,610
Glass-of-Water-1_jpg.rf.b2ad38d291eb792f5815d80d2ef43fe4.jpg,640,640,Potable,68,185,571,483
VID_20240614_164118_mp4-0011_jpg.rf.2e3524e538b31c9f0a8899b000f8dc8c.jpg,640,640,Not potable,371,478,593,604
VID_20240614_164506_mp4-0013_jpg.rf.c7bf23a07eadf40c6832db176097896b.jpg,640,640,Not potable,18,381,211,539
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0004_jpg.rf.da29a85ebeabaf0bc6107b8fe06dd99a.jpg,640,640,Not potable,2,68,638,617
IMG_20240614_164550_jpg.rf.b302ecb8326b6e69dd50dd354dfd30b2.jpg,640,640,Not potable,28,187,627,619
VID_20240614_164506_mp4-0017_jpg.rf.b233ad1f35cba72124e8da05439c1cfa.jpg,640,640,Not potable,72,456,251,570
a_mp4-0009_jpg.rf.1a6e2a6a7079177a95e1dad04d6d549a.jpg,640,640,Not potable,93,249,542,444
VID_20240614_164506_mp4-0008_jpg.rf.ef894b73c016884430fd96eaeb7b3e9d.jpg,640,640,Not potable,16,413,247,560
262611FF-B3D8-4E29-BB07-A9D3621BA2D6_jpeg_jpg.rf.ba34c659c4c30c13afe2ad51268b5f47.jpg,640,640,Not potable,342,332,640,590
IMG_20240610_210958_jpg.rf.5d0d87a04caf009a076d19ca80731a67.jpg,640,640,Potable,133,271,449,452
images-17-_jpeg_jpg.rf.009acfff059a1d3019ed0b55961c16e3.jpg,640,640,Not potable,246,163,433,620
penyebab-tipes-1_webp_jpg.rf.88d4038fbdb252b898f58f518ffd1a1d.jpg,640,640,Not potable,12,379,205,568
a_mp4-0001_jpg.rf.fefded703146619da9b610719ff91367.jpg,640,640,Not potable,63,280,545,553
VID_20240614_164151_mp4-0004_jpg.rf.4fe36baff989b76810bf2c0631778f69.jpg,640,640,Not potable,283,244,446,329
IMG_20240614_164148_jpg.rf.29e6c9d3c25a18629ff9c874be5e8cf5.jpg,640,640,Not potable,339,276,437,343
IMG_20240614_164148_jpg.rf.29e6c9d3c25a18629ff9c874be5e8cf5.jpg,640,640,Not potable,62,487,167,543
air-paip-kotor_jpg.rf.4fb2fed975e738943060357502acd015.jpg,640,640,Not potable,262,170,406,467
1664587112824_jpeg_jpg.rf.cc4f113ecac8775de85430db805d129c.jpg,640,640,Potable,445,301,587,420
1664587112824_jpeg_jpg.rf.cc4f113ecac8775de85430db805d129c.jpg,640,640,Not potable,161,305,284,407
IMG_20240610_210908_jpg.rf.f22aeb0bd82559eff86455dadd25977d.jpg,640,640,Potable,224,217,524,482
mflfT8E_jpg.rf.f02d90d54b94eba1e5cc4ec63977bf41.jpg,640,640,Potable,163,171,503,525
IMG_20240614_164552_jpg.rf.dcaba76678dd69b92c336d037308add0.jpg,640,640,Not potable,174,256,316,356
Kolam-ikan-teras-Rumah-shorts-short_mp4-0006_jpg.rf.eb1b78f4a49b61f6091055b5d5ce5395.jpg,640,640,Not potable,255,34,411,126
sddefault_jpg.rf.957dbd229b868ef7745749c7b55e5418.jpg,640,640,Potable,180,389,290,508
IMG_20240614_164624_jpg.rf.3f330a03ad0e26fd98fc9332548898be.jpg,640,640,Not potable,260,271,407,374
images-1-_png.rf.04aee7b14ea2abbba422d7bff7397c1b.jpg,640,640,Potable,236,324,407,565
depositphotos_549057858-stock-photo-man-drinking-dirty-water-glass_jpg.rf.8f7a8fb7e9482cdaa838f11a4f11e011.jpg,640,640,Not potable,194,342,295,477
a_mp4-0008_jpg.rf.5526211bc8761f9c5abd51f3bcb3bf4a.jpg,640,640,Not potable,63,230,582,513
img07_jpg.rf.7c69d8635a9a021862f39ed4fca6cddb.jpg,640,640,Not potable,240,209,383,568
depositphotos_6653909-Glass-of-Water_jpg.rf.a3a5f13595e7d89a29639ec71f9c64ec.jpg,640,640,Potable,192,238,438,500
IMG_20240614_164554_jpg.rf.533f38e6503503254362c33ff7b38958.jpg,640,640,Not potable,173,377,456,640
IMG_20240614_164554_jpg.rf.533f38e6503503254362c33ff7b38958.jpg,640,640,Not potable,270,216,418,308
IMG_20240614_164554_jpg.rf.533f38e6503503254362c33ff7b38958.jpg,640,640,Not potable,317,97,403,137
depositphotos_5325448-Glass-of-water_jpg.rf.d469f689afe803533abc97be34b06187.jpg,640,640,Potable,144,167,482,546
glass_water_jpg.rf.9b6a441afe78c945c4c83cfa8570e978.jpg,640,640,Potable,163,87,478,604
VID_20240614_164118_mp4-0000_jpg.rf.fee7e1ccf58c87f259bbef4342ffa58d.jpg,640,640,Not potable,52,499,276,615
VID_20240614_164628_mp4-0014_jpg.rf.f8443cf8042c13154e6cba8708082848.jpg,640,640,Not potable,230,271,407,359
drink-water1_jpg.rf.bff8bb7c3e624b67c628ed3996401b2b.jpg,640,640,Potable,148,388,267,560
WhatsApp-Video-2024-06-14-at-11_29_04_f10db6b3_mp4-0000_jpg.rf.b4dd7e9ae4f6203d34cedcec8b9756fe.jpg,640,640,Not potable,3,87,634,597
cup-of-water-glass-of-water-1-6104713-1665521887204_jpeg.rf.1939e6a7743fcb88130ed0dc0759bc0c.jpg,640,640,Potable,255,199,422,466
images-3-_jpeg_jpg.rf.886e617ec20f8172cbbcf9c99836d5a6.jpg,640,640,Not potable,115,204,317,475
images-3-_jpeg_jpg.rf.886e617ec20f8172cbbcf9c99836d5a6.jpg,640,640,Potable,349,225,517,482
load-image-3_jpg.rf.71b265522b3ca71d385a37c1dec405d6.jpg,640,640,Potable,312,387,550,616
load-image-3_jpg.rf.71b265522b3ca71d385a37c1dec405d6.jpg,640,640,Potable,72,410,216,611
IMG_20240610_211222_jpg.rf.e9c06b43aebc42e2815cff9cf4c71bc7.jpg,640,640,Potable,30,187,431,464
air-keruh-Ilustrasi_jpg.rf.f3e1f17a6a1289a0155a94510f6cc520.jpg,640,640,Not potable,299,315,454,550
air-keruh-Ilustrasi_jpg.rf.f3e1f17a6a1289a0155a94510f6cc520.jpg,640,640,Not potable,88,494,229,627
glass-water-3_jpg.rf.3dee00c8d2d7c364906ee07534e941f3.jpg,640,640,Potable,182,214,454,553
VID_20240614_164151_mp4-0006_jpg.rf.7831601c453efd692cb0fc2b405ce6d2.jpg,640,640,Not potable,299,237,452,341
images-4-_jpeg_jpg.rf.8c96643834c5addd9aae35a095e33f81.jpg,640,640,Potable,258,67,350,264
efek-bubuk-polyglu-yang-bisa-menjernihkan-air_20180223_211210_jpg.rf.ca8e57086380727f5fe305a011666bc0.jpg,640,640,Not potable,156,330,264,640
efek-bubuk-polyglu-yang-bisa-menjernihkan-air_20180223_211210_jpg.rf.ca8e57086380727f5fe305a011666bc0.jpg,640,640,Potable,362,316,471,640
air-bersih-dan-air-kotor-1-_jpg.rf.355d1bff057df22739a39b88e7dee96d.jpg,640,640,Not potable,151,197,261,455
air-bersih-dan-air-kotor-1-_jpg.rf.355d1bff057df22739a39b88e7dee96d.jpg,640,640,Potable,369,217,496,461
IMG_20240610_211520_jpg.rf.bfa5e13db74099c4bf1026cda7a9f2c1.jpg,640,640,Potable,188,297,532,526
VID_20240614_164151_mp4-0002_jpg.rf.97f3848b92850f6bee65bce7ba22ce68.jpg,640,640,Not potable,274,245,442,326
A-glass-of-water_jpg.rf.6f3a37e910b104b6df4a09efb796abb5.jpg,640,640,Potable,187,177,453,436
VID_20240614_164506_mp4-0021_jpg.rf.d5f43a7f298bbe2bfe4f3ef6e2538672.jpg,640,640,Not potable,195,307,392,425
glass-of-water-ca31dda75bf24220a3682190670f0bb0_jpg.rf.b5f94d888e2f43ac0c6bbdcd1467f93e.jpg,640,640,Potable,247,326,384,534
images-_jpeg_jpg.rf.235eb848a163dc9c7ab77f6216bb3b35.jpg,640,640,Not potable,331,253,599,533
